;Item;Patrimônio;Sit. Física;Valor de Aquisição;Valor Bruto Atual;Descrição
;593;00010789;INSERVÍVEL;5992;5992;"CENTRAL DE AR CONDICIONADO - DESCRICAO: POTÊNCIA: 60.000BTUS. COR BRANCA. UNIDADE EXTERNA: 03065769 - MARCA: ELGIN, 220V - TRIFÁSICO - PEFI60B2NA - MARCA: ELGIN - MODELO: R-410A - SERIE: 03112778
"
;594;00010812;INSERVÍVEL;2179,99;2179,99;"CENTRAL DE AR CONDICIONADO - DESCRICAO: POTÊNCIA: 24 MIL BTUS. CICLO FRIO. 220V. FREQUÊNCIA 60 HZ (7032 KW). UNIDADE EXTERNA: 03272799. - MARCA: ELGIN - MODELO: HEFE24B2IA - SERIE: 03274520
"
;595;00010813;INSERVÍVEL;5358;5358;"CENTRAL DE AR CONDICIONADO - DESCRICAO: POTÊNCIA: 48 MIL BTUS. CICLO FRIO. 220V. FREQUÊNCIA 60 HZ (14,06 KW). UNIDADE EXTERNA: 03260091. - MARCA: ELGIN - MODELO: HEFE48B2IA - SERIE: 03276910
"
;596;00010817;INSERVÍVEL;395;350,29;"INTERFONE . - DESCRICAO: INTERFONE PORTEIRO ELETRÔNICO RESIDENCIAL ECP BIVOLT MONOFONE - PORTEIRO ELETRÔNICO CINZA CLARO - MARCA: AGL - MODELO: P-20
"
;597;00010978;INSERVÍVEL;100;100;"APARELHO TELEFONICO SEM FIO - DESCRICAO: COM IDENTIFICADOR DE CHAMADAS DTMF E FSK. AGENDA PARA 50 CONTATOS. DISPLAY EM CRISTAL LÍQUIDO. MODO VIVA VOZ. COR PRETA. - MARCA: ELGIN - MODELO: TSF 8001 - SERIE: 50112048105012
"
;598;00010987;INSERVÍVEL;100;100;"APARELHO TELEFONICO SEM FIO - DESCRICAO: COM IDENTIFICADOR DE CHAMADAS DTMF E FSK. AGENDA PARA 50 CONTATOS. DISPLAY EM CRISTAL LÍQUIDO. MODO VIVA VOZ. COR PRETA. - MARCA: ELGIN - MODELO: TSF 8001 - SERIE: 50112048105109
"
;599;00011006;INSERVÍVEL;100;100;"APARELHO TELEFONICO SEM FIO - DESCRICAO: COM IDENTIFICADOR DE CHAMADAS DTMF E FSK. AGENDA PARA 50 CONTATOS. DISPLAY EM CRISTAL LÍQUIDO. MODO VIVA VOZ. COR PRETA. - MARCA: ELGIN - MODELO: TSF 8001 - SERIE: 50112048105014
"
;600;00011010;INSERVÍVEL;602,35;566,19;"IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA. - MARCA: SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC01805N
"
;601;00011011;INSERVÍVEL;602,35;566,19;"IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA. - MARCA: SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC01867R
"
;602;00011015;INSERVÍVEL;602,35;566,19;"IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA. - MARCA: SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC02107E
"
;603;00011018;INSERVÍVEL;602,35;566,19;"IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA. - MARCA: SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC01401V
"
;604;00011334;INSERVÍVEL;9999,99;9999,99;"BALCAO DE ATENDIMENTO - EM MDF SOB MEDIDA - DESCRICAO: BALCÃO DE ATENDIMENTO - BALCÃO EM MDF 25MM, COR PRETÓRIA, LINHA DUAL TOUCH OU

 SIMILAR, PAINÉIS COM ESTRUTURA EM MADEIRA, REVESTIDA DE MDF 15MM, COR BRANCO

 DIAMANTE, LINHA ULTRA. DIMENSÕES: PORTA EM MDF DE 25MM, DA MESMA COR DO BALCÃO

 MEDINDO 1,00M X 0,84M; DIVISÓRIA DE VIDRO TEMPERADO DE 6MM (PARA TRAVAMENTO DA

 PORTA), 1,10M DE ALTURA POR 1,15M DE LARGURA, FIXADA EM PILAR DE MADEIRA 

 REVESTIDO DE MDF DE 15MM (COR BRANCO DIAMANTE).
"
;605;00011343;INSERVÍVEL;680;680;"NO BREAK . - DESCRICAO: POTENCIA 1600VA. 8 TOMADAS.TRIVOLT. COR PRETA. - MARCA: RAGTECH - MODELO: EASY WAY - SERIE: 4148182106780
"
;606;00011352;INSERVÍVEL;278,5;278,5;"NO BREAK . - DESCRICAO: POTENCIA 700VA, 6 TOMADAS, BIVOLT, COR PRETA - MARCA: TS SHARA - SERIE: 180905057
"
;607;00011354;INSERVÍVEL;278,5;278,5;"NO BREAK . - DESCRICAO: POTENCIA 700VA, 6 TOMADAS, BIVOLT, COR PRETA - MARCA: TS SHARA - SERIE: 180905050
"
;608;00011400;INSERVÍVEL;1177;1177;"IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL - MARCA: SAMSUNG - MODELO: SL-M3375FD - SERIE: ZEROBQAD900207
"
;609;00011423;INSERVÍVEL;999,8;999,8;"IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA - MARCA: SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC01036P
"
;610;00011432;INSERVÍVEL;999,8;999,8;"IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA - MARCA: SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC01007W
"
;611;00011435;INSERVÍVEL;602,35;602,35;"IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA - MARCA: SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC02237V
"
;612;00011461;INSERVÍVEL;278,5;278,5;"NO BREAK . - DESCRICAO: NOBREAK MARCA TS SHARA MODELO POWERUPS 700 COD. 4008 CARACTERÍSTICAS
 700VA DE POTÊNCIA - TECNOLOGIA SMD - ENTRADA E SAIDA MONOVOLT 115V - FILTRO DE LINHA INTEGRADO - DISPONÍVEL NA COR: BLACK - MICROPROCESSADOR CISC / FLASH - MARCA: TS SHARA - SERIE: 190213968
"
;613;00011465;INSERVÍVEL;278,5;278,5;"NO BREAK . - DESCRICAO: NOBREAK MARCA TS SHARA MODELO POWERUPS 700 COD. 4008 CARACTERÍSTICAS
 700VA DE POTÊNCIA - TECNOLOGIA SMD - ENTRADA E SAIDA MONOVOLT 115V - FILTRO DE LINHA INTEGRADO - DISPONÍVEL NA COR: BLACK - MICROPROCESSADOR CISC / FLASH - MARCA: TS SHARA - SERIE: 190300325
"
;614;00011746;INSERVÍVEL;894,2;894,2;"MONITOR DE VIDEO LCD - DESCRICAO: MONITOR DELL DE 23 POLEGADAS. MODELO P2319H. SERVICE TAG H22C2W2. - MARCA: DELL - SERIE: 37130154914
"
;615;00041486;INSERVÍVEL;1960;1960;"NOTEBOOK COM PROCESSADOR - DESCRICAO: PROCESSADOR INTEL CORE I3 2330M, MEMÓRIA DE 2GB, DISCO RÍGIDO DE 300GB. - MARCA: HP - MODELO: PROBOOK 4430S - SERIE: BRG207F0Q3
"
;616;00041534;INSERVÍVEL;1960;1960;"NOTEBOOK COM PROCESSADOR - DESCRICAO: PROCESSADOR INTEL CORE I3 2330M, MEMÓRIA DE 2GB, DISCO RÍGIDO DE 300GB. - MARCA: HP - MODELO: PROBOOK 4430S - SERIE: BRG207F0ZT
"
;617;00043642;INSERVÍVEL;65,8;65,8;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 19 POLEGADAS. COR PRETA. - MARCA: DELL - MODELO: E198FPB - SERIE: OG256H7426188UENGL
"
;618;00043662;INSERVÍVEL;65,8;65,8;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 19 POLEGADAS. COR PRETA. - MARCA: DELL - MODELO: E198FPB - SERIE: OG256H7426188UENJL
"
;619;00046658;INSERVÍVEL;65,8;65,8;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 19 POLEGADAS. COR PRETA. - MARCA: HP - MODELO: W1942PEU - SERIE: BRG1110HRJ
"
;620;00046824;INSERVÍVEL;65,8;65,8;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 19 POLEGADAS. COR PRETA. - MARCA: HP - MODELO: W1942PEU - SERIE: BRG1110GZV
"
;621;00046851;INSERVÍVEL;65,8;65,8;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 19 POLEGADAS. COR PRETA. - MARCA: HP - MODELO: W1942PEU - SERIE: BRG1110DP6
"
;622;00046934;INSERVÍVEL;65,8;65,8;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 19 POLEGADAS. COR PRETA. - MARCA: HP - MODELO: W1942PEU - SERIE: BRG1110JXM
"
;623;00046944;INSERVÍVEL;65,8;65,8;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 19 POLEGADAS. COR PRETA. - MARCA: HP - MODELO: W1942PEU - SERIE: BRG1110FFC
"
;624;00046968;INSERVÍVEL;65,8;65,8;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 19 POLEGADAS. COR PRETA. - MARCA: HP - MODELO: W1942PEU - SERIE: BRG1110
"
;625;00047264;INSERVÍVEL;65,8;65,8;"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 19 POLEGADAS. COR PRETA. - MARCA: HP - MODELO: W1942PEU - SERIE: BRG1110JZ2
"
;626;00047934;INSERVÍVEL;528,42;528,42;"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL I5 650 DE 3.2GHZ. MEMÓRIA 4GB DDR3 PC10660. DISCO RÍGIDO DE 500GB. GRAVADORA DE CD 48X E DVD 22X. DRIVE DE DISQUETE COM BARRAMENTO DE 1.333MHZ. CAIXA DE SOM INTERNA. INTERFACES: 10 USB, 1 E-SATA, 1 DISPLAY E 1 RGB. - MARCA: POSITIVO - MODELO: POST-AT SERIES K (I5PE) - SERIE: 1A339PN2T
"
;627;00047976;INSERVÍVEL;528,42;528,42;"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL I5 650 DE 3.2GHZ. MEMÓRIA 4GB DDR3 PC10660. DISCO RÍGIDO DE 500GB. GRAVADORA DE CD 48X E DVD 22X. DRIVE DE DISQUETE COM BARRAMENTO DE 1.333MHZ. CAIXA DE SOM INTERNA. INTERFACES: 10 USB, 1 E-SATA, 1 DISPLAY E 1 RGB. - MARCA: POSITIVO - MODELO: POST-AT SERIES K (I5PE) - SERIE: 1A339Y940
"
;628;00048341;INSERVÍVEL;528,42;528,42;"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL I5 650 DE 3.2GHZ. MEMÓRIA 4GB DDR3 PC10660. DISCO RÍGIDO DE 500GB. GRAVADORA DE CD 48X E DVD 22X. DRIVE DE DISQUETE COM BARRAMENTO DE 1.333MHZ. CAIXA DE SOM INTERNA. INTERFACES: 10 USB, 1 E-SATA, 1 DISPLAY E 1 RGB. - MARCA: POSITIVO - MODELO: POST-AT SERIES K (I5PE) - SERIE: 1A335HDOT
"
;629;00063105;INSERVÍVEL;30,94;30,94;"TECLADO PARA MICROCOMPUTADOR - DESCRICAO: PADRÃO DO TECLADO ABNT2. - MARCA: POSITIVO
"
;630;00063126;INSERVÍVEL;30,94;30,94;"TECLADO PARA MICROCOMPUTADOR - DESCRICAO: PADRÃO DO TECLADO ABNT2. - MARCA: POSITIVO
"
;631;00063145;INSERVÍVEL;30,94;30,94;"TECLADO PARA MICROCOMPUTADOR - DESCRICAO: PADRÃO DO TECLADO ABNT2. - MARCA: POSITIVO
"
;632;00401192;INSERVÍVEL;171,58;171,58;"LIVRO - - EDICAO: 10ª - TÍTULO: CÓDIGO PENAL COMENTADO - AUTOR: GULHERME DE SOUZA NUCCI - EDITORA: RT - ANO DE PUBLICACAO: 2010
"
;633;00820613;INSERVÍVEL;82,42;8,24;"PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR - MARCA: IBM
"
;634;00820617;INSERVÍVEL;82,42;8,24;"PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR - MARCA: IBM
"
;635;00820618;INSERVÍVEL;82,42;8,24;"PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR - MARCA: IBM
"
;636;00820634;INSERVÍVEL;82,42;8,24;"PAR DE CAIXA DE SOM PARA MICROCOMPUTADOR - MARCA: IBM
"
;637;00820936;INSERVÍVEL;1151;115,1;"CENTRAL DE ALARME 4 SETORES
"
;638;00820953;INSERVÍVEL;199,5;19,95;"BARRACA DE CAMPING - DESCRICAO: ESTRUTURA EM TUBO DE FERRO, 3X3X2,5 - BRANCA
"
;639;00820954;INSERVÍVEL;199,5;19,95;"BARRACA DE CAMPING - DESCRICAO: ESTRUTURA EM TUBO DE FERRO, 3X3X2,5 - BRANCA
"
;640;00821151;INSERVÍVEL;2000;200;"MICROFONE . - MARCA: SONY - MODELO: PCS A1
"
;641;00821153;INSERVÍVEL;1000;100;"CONTROLE REMOTO CODEC - MARCA: SONY - MODELO: PCS-R1
"
;642;00821232;INSERVÍVEL;178,74;178,74;"PERSIANA  VERTICAL - DESCRICAO: MAT. DE PVC - COR BEGE - TAM. 2,20 X 1,40M - MARCA: RATTAN - MODELO: ALTO RELEVO
"
;643;00821234;INSERVÍVEL;178,74;178,74;"PERSIANA  VERTICAL - DESCRICAO: MAT. DE PVC - COR BEGE - TAM. 2,20 X 1,40M - MARCA: RATTAN - MODELO: ALTO RELEVO
"
;644;00821235;INSERVÍVEL;178,76;178,76;"PERSIANA  VERTICAL - DESCRICAO: MAT. DE PVC - COR BEGE - TAM. 2,20 X 1,40M - MARCA: RATTAN - MODELO: ALTO RELEVO
"
;645;00821307;INSERVÍVEL;120,03;120,03;"PERSIANA  VERTICAL - DESCRICAO: MAT. DE PVC - COR BEGE - TAM. 2,20X1,40M - MARCA: RATTAN - MODELO: LISA
"
;646;00821308;INSERVÍVEL;120,03;120,03;"PERSIANA  VERTICAL - DESCRICAO: MAT. DE PVC - COR BEGE - TAM. 2,20X1,40M - MARCA: RATTAN - MODELO: LISA
"
;647;00821309;INSERVÍVEL;120,03;120,03;"PERSIANA  VERTICAL - DESCRICAO: MAT. DE PVC - COR BEGE - TAM. 2,20X1,40M - MARCA: RATTAN - MODELO: LISA
"
;648;00821311;INSERVÍVEL;120,03;120,03;"PERSIANA  VERTICAL - DESCRICAO: MAT. DE PVC - COR BEGE - TAM. 2,20X1,40M - MARCA: RATTAN - MODELO: LISA
"
;649;00821312;INSERVÍVEL;120,03;120,03;"PERSIANA  VERTICAL - DESCRICAO: MAT. DE PVC - COR BEGE - TAM. 2,20X1,40M - MARCA: RATTAN - MODELO: LISA
"
;650;00821313;INSERVÍVEL;120,03;120,03;"PERSIANA  VERTICAL - DESCRICAO: MAT. DE PVC - COR BEGE - TAM. 2,20X1,40M - MARCA: RATTAN - MODELO: LISA
"
;651;00821314;INSERVÍVEL;120,03;120,03;"PERSIANA  VERTICAL - DESCRICAO: MAT. DE PVC - COR BEGE - TAM. 2,20X1,40M - MARCA: RATTAN - MODELO: LISA
"
;652;00821410;INSERVÍVEL;280,5;280,5;"PERSIANA  VERTICAL - DESCRICAO: PVC LISO NA COR BEGE ESCURO, LARGURA DA LÃMINA 90MM, MEDINDO 2,00X1,50
"
;653;00821411;INSERVÍVEL;280,5;280,5;"PERSIANA  VERTICAL - DESCRICAO: PVC LISO NA COR BEGE ESCURO, LARGURA DA LÃMINA 90MM, MEDINDO 2,00X1,50
"
;654;00821486;INSERVÍVEL;423,4;73,6;"SUPORTE PARA TELEVISAO - DESCRICAO: LCD/PLASMA, TIPO ARTICULÁVEL. - MARCA: VISOGRAF - MODELO: SUPFORCE
"
;655;00821488;INSERVÍVEL;220,8;220,8;"PERSIANA  VERTICAL - DESCRICAO: EM PVC, MEDINDO 2,67M (LARGURA) X 1,50M (ALTURA).
"
;656;00821489;INSERVÍVEL;220,8;220,8;"PERSIANA  VERTICAL - DESCRICAO: EM PVC, MEDINDO 2,67M (LARGURA) X 1,50M (ALTURA).
"
;657;00821490;INSERVÍVEL;190,44;190,44;"PERSIANA  VERTICAL - DESCRICAO: EM PVC, MEDINDO 2,30M (LARGURA) X 1,50M (ALTURA).
"
;658;00821491;INSERVÍVEL;190,44;190,44;"PERSIANA  VERTICAL - DESCRICAO: EM PVC, MEDINDO 2,30M (LARGURA) X 1,50M (ALTURA).
"
;659;00821492;INSERVÍVEL;190,44;190,44;"PERSIANA  VERTICAL - DESCRICAO: EM PVC, MEDINDO 2,30M (LARGURA) X 1,50M (ALTURA).
"
;660;00822053;INSERVÍVEL;114,21;114,21;"PERSIANA  VERTICAL - DESCRICAO: EM PVC. MEDIDAS: 1,20M (A) X 1,38M (L). - MARCA: DECORACRE
"
;661;00822054;INSERVÍVEL;114,21;114,21;"PERSIANA  VERTICAL - DESCRICAO: EM PVC. MEDIDAS: 1,20M (A) X 1,38M (L). - MARCA: DECORACRE
"
;662;00822117;INSERVÍVEL;1653,1;1653,1;"DIVISORIA EM FORMICA - DESCRICAO: ESPESSURA DE 35MM. PAINEL CEGO. MONTANTES DE ALUMÍNIO ANODIZADO. COM PORTA DE MEDIDAS: 130X110CM.  FECHADURA  ELÉTRICA COM ACIONAMENTO POR BOTOEIRA E CONTROLE REMOTO.
"
;663;60070923;INSERVÍVEL;850;850;"KIT BIO LEITOR OTICO DE DIGITAIS - MARCA: INTEGRATED BIOMETRICS - MODELO: WATSON MINI - SERIE: 150601924
"
;664;60104921;INSERVÍVEL;632,7;632,7;"KIT BIO MODULO CENARIO - MARCA: AKIYAMA - MODELO: AK-MCP 14V - SERIE: 150501922
"
