,Item,Patrimônio,,Nº Antigo,,,,,Descrição,,,Garantia,Marca,,,Modelo,,Série,
,"450,",00009667,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"451,",00009669,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"452,",00009688,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"453,",00009706,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"454,",00009732,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"455,",00009747,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"456,",00009777,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"457,",00009779,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"458,",00009782,,,,,,,APARELHO TELEFONICO SEM FIO - DESCRICAO: VISOR LCD. COM IDENTIFICADOR DE CHAMADAS.,,,,GIGASET,,,A390,,131950,
,"459,",00009785,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18.000 BUTS. 220V. COR BRANCA. UN. EXT.: K18101001415010020093,,,,KOMECO,,,KOS 18 FC2HX,,K18101001391010030143,
,"460,",00009787,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18.000 BUTS. 220V. COR BRANCA. UN. EXT.: K18101001415010020065,,,,KOMECO,,,KOS 18 FC2HX,,K18101001439010030025,
,"461,",00009792,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18.000 BUTS. 220V. COR BRANCA. UN. EXT.: K18101001415010020027,,,,KOMECO,,,KOS 18 FC2HX,,K18101001439010030026,
,"462,",00009811,,,,,,,"CONDICIONADOR DE AR PORTATIL - DESCRICAO: CAPACIDADE DE 12.000 BTU/H, TENSÃO 127V,  GÁS ECOLÓGICO R410A, COM PAINEL FRONTAL RETRÁTIL.",,,,SPRINGER,,,MPN-12CRV1,,D205019880112A16200046,
,"463,",00009812,,,,,,,"CONDICIONADOR DE AR PORTATIL - DESCRICAO: CAPACIDADE DE 12.000 BTU/H, TENSÃO 127V,  GÁS ECOLÓGICO R410A, COM PAINEL FRONTAL RETRÁTIL.",,,,SPRINGER,,,MPN-12CRV1,,D205019880112A16201872,
,"464,",00009813,,,,,,,"CONDICIONADOR DE AR PORTATIL - DESCRICAO: CAPACIDADE DE 12.000 BTU/H, TENSÃO 127V,  GÁS ECOLÓGICO R410A, COM PAINEL FRONTAL RETRÁTIL.",,,,SPRINGER,,,MPN-12CRV1,,D205019880112A16200247,
,"465,",00009815,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"466,",00009824,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"467,",00009825,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"468,",00009826,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"469,",00009832,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"470,",00009834,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"471,",00009835,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"472,",00009836,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"473,",00009839,,,,,,,NO BREAK . - DESCRICAO: 1450VA. COR PRETA.,,,,RCG,,,ENERGETIC POWER MC,,,
,"474,",00009841,,,,,,,FORNO MICROONDAS - DESCRICAO: CAPACIDADE DE 31L. 127V. COR BRANCA.,,,,ELECTROLUX,,,MEF41,,32210520,
,"475,",00009843,,,,,,,FORNO MICROONDAS - DESCRICAO: CAPACIDADE DE 31L. 127V. COR BRANCA.,,,,ELECTROLUX,,,MEF41,,32208101,
,"476,",00009854,,,,,,,MINI-CENTRAL DE AR CONDICIONADO - DESCRICAO: 18 MIL BTU'S. TENSÃO 220V. COR BRANCA. U. EXT.: MG3687488.,,,,CONSUL,,,CBV18CB,,MG3709303,
,"477,",00009860,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"478,",00009862,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"479,",00009864,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"480,",00009870,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"481,",00009875,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"482,",00009886,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"483,",00009888,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"484,",00009893,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"485,",00009899,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"486,",00009901,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"487,",00009907,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"488,",00009908,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"489,",00009927,,,,,,,"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE I3 -3240 (3.4GHZ, 3MB CACHE), 4GB DE MEMÓRIA RAM, DISCO RÍGIDO DE 320GB.",,,,DELL,,,OPTIPLEX 9010,,2VB90Y1,
,"490,",00009948,,,,,,,APARELHO TELEFONICO SEM FIO,,,,GIGASET,,,A390,,118042,
,"491,",00009950,,,,,,,APARELHO TELEFONICO SEM FIO,,,,GIGASET,,,A390,,118041,
,"492,",00009951,,,,,,,APARELHO TELEFONICO SEM FIO,,,,GIGASET,,,A390,,118013,
,"493,",00009953,,,,,,,FORNO DE MICROONDAS - DESCRICAO: 110V. 60HZ. 31 LITROS. COR BRANCA.,,,17/02/2014 a 17/02/2015,ELECTROLUX,,,MEF41,,34108646,
,"494,",00009963,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"495,",00009969,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"496,",00009973,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"497,",00009976,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"498,",00009985,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"499,",00009989,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: ESTOFADA. COR AZUL.,,,,NOBRE MÓVEIS,,,,,,
,"500,",00010038,,,,,,,ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: PROCESSADOR INTEL CORE I5. 14 POLEGADAS. MEMÓRIA RAM: 4GB. HD: 500GB. COR PRETA.,,,30/05/2014 a 30/05/2017,HP,,,B080BR,,BRG339FBX1,
,"501,",00010059,,,,,,,BEBEDOURO DE AGUA TIPO GARRAFAO - DESCRICAO: DE PÉ COM DUAS TORNEIRAS (COLUNA),,,22/12/2005 a 22/06/2006,ESMALTEC,,,BNCC 7B,,05062131021117,
,"502,",00010074,,,,,,,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA.",,,,TRAMONTINA,,,BALI,,,
,"503,",00010077,,,,,,,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA.",,,,TRAMONTINA,,,BALI,,,
,"504,",00010079,,,,,,,"MESA DE USO DIVERSO EM PLASTICO - DESCRICAO: RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA). COR BRANCA.",,,,TRAMONTINA,,,BALI,,,
,"505,",00010171,,,,,,,"RELOGIO DE PONTO BIOMETRICO - DESCRICAO: SISTEMA DE IMPRESSÃO COM CORTE DE PAPEL, RECURSO DE NOBREAK, CALENDÁRIO PERPÉTUO, CAPACIDADE DE CADASTRAMENTO DE INFORMAÇÕES DO EMPREGADOR, LOCAL DE TRABALHO E FUNCIONÁRIOS (1 A 10 DIGITAIS POR PESSOA), HOMOLOGADO DE ACORDO COM A PORTARIA NO 1.510/2009 MTE.",,,,HENRY,,,SUPERFÁCIL R02,,00004001900024875,
,"506,",00010187,,,,,,,BALCAO DE ATENDIMENTO LINEAR - DESCRICAO: EM MDF. COR ARGILA.,,,,,,,,,,
,"507,",00010189,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,407BZZD010357,
,"508,",00010201,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,407BZEX010340,
,"509,",00010204,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,407BZYM010354,
,"510,",00010206,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,407BZMV010387,
,"511,",00010208,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,408BZDQ003050,
,"512,",00010212,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,407BZRK010374,
,"513,",00010214,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,407BZVL010423,
,"514,",00010217,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,407BZAH010368,
,"515,",00010222,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,408BZWB003057,
,"516,",00010223,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,408BZSN002998,
,"517,",00010226,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,407BZBJ009245,
,"518,",00010228,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,407BZEX010364,
,"519,",00010231,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,408BZHC003041,
,"520,",00010235,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,408BZAH003056,
,"521,",00010239,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,407BZRK010398,
,"522,",00010247,,,,,,,"ULTRABOOK COM PROCESSADOR DE DADOS - DESCRICAO: INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA.",,,17/09/2014 a 17/09/2017,LG,,,U460,,408BZPS003016,
,"523,",00010251,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NY86,
,"524,",00010254,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NT7M,
,"525,",00010262,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NW7V,
,"526,",00010263,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NR9Q,
,"527,",00010275,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NZ9E,
,"528,",00010279,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NG59,
,"529,",00010283,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NQ68,
,"530,",00010285,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97P12Z,
,"531,",00010288,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NX6T,
,"532,",00010290,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97P310,
,"533,",00010291,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NQ7D,
,"534,",00010292,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NZ74,
,"535,",00010294,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NV23,
,"536,",00010298,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NZ3K,
,"537,",00010300,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NX14,
,"538,",00010301,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NT32,
,"539,",00010306,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NG9T,
,"540,",00010320,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NZ89,
,"541,",00010321,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NV38,
,"542,",00010323,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97P11U,
,"543,",00010325,,,,,,,"NOTEBOOK COM PROCESSADOR - DESCRICAO: INTEL CORE I5 - 4200M (2,5 GHZ). MEMÓRIA 4GB. TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN.",,,,POSITIVO,,,,,1AC97NR3W,
,"544,",00010381,,,,,,,"NO BREAK . - DESCRICAO: BIFÁSICO. 1,4KVA. COM ESTABILIZADOR INTERNO.",,,06/11/2014 a 06/11/2015,RAGTECH,,,1400N,,341314240067,
,"545,",00010383,,,,,,,"NO BREAK . - DESCRICAO: BIFÁSICO. 1,4KVA. COM ESTABILIZADOR INTERNO.",,,06/11/2014 a 06/11/2015,RAGTECH,,,1400N,,341314200061,
,"546,",00010385,,,,,,,"NO BREAK . - DESCRICAO: BIFÁSICO. 1,4KVA. COM ESTABILIZADOR INTERNO.",,,06/11/2014 a 06/11/2015,RAGTECH,,,1400N,,341314240064,
,"547,",00010388,,,,,,,"NO BREAK . - DESCRICAO: BIFÁSICO. 1,4KVA. COM ESTABILIZADOR INTERNO.",,,06/11/2014 a 06/11/2015,RAGTECH,,,1400N,,341314440075,
,"548,",00010410,,,,,,,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA. IMPRESSÃO EM DUPLEX.,,,19/02/2015 a 19/02/2018,SAMSUNG,,,M4020ND,,ZERAQYBQAFA002AQK,
,"549,",00010446,,,,,,,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL.",,,11/06/2015 a 11/06/2016,RAGTECH,,,SWU/BS-TI,,3842151303630,
,"550,",00010447,,,,,,,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL.",,,11/06/2015 a 11/06/2016,RAGTECH,,,SWU/BS-TI,,3842151503250,
,"551,",00010448,,,,,,,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL.",,,11/06/2015 a 11/06/2016,RAGTECH,,,SWU/BS-TI,,3842150503300,
,"552,",00010449,,,,,,,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL.",,,11/06/2015 a 11/06/2016,RAGTECH,,,SWU/BS-TI,,3842151303580,
,"553,",00010450,,,,,,,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL.",,,11/06/2015 a 11/06/2016,RAGTECH,,,SWU/BS-TI,,3842151303620,
,"554,",00010452,,,,,,,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL.",,,11/06/2015 a 11/06/2016,RAGTECH,,,SWU/BS-TI,,3842150503240,
,"555,",00010454,,,,,,,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL.",,,11/06/2015 a 11/06/2016,RAGTECH,,,SWU/BS-TI,,3842151303570,
,"556,",00010455,,,,,,,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL.",,,11/06/2015 a 11/06/2016,RAGTECH,,,SWU/BS-TI,,3842150503270,
,"557,",00010457,,,,,,,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL.",,,11/06/2015 a 11/06/2016,RAGTECH,,,SWU/BS-TI,,3842150403200,
,"558,",00010458,,,,,,,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL.",,,11/06/2015 a 11/06/2016,RAGTECH,,,SWU/BS-TI,,3842150503340,
,"559,",00010460,,,,,,,"NO BREAK . - DESCRICAO: TRIFÁSICO. 1,4 KVA. COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL.",,,11/06/2015 a 11/06/2016,RAGTECH,,,SWU/BS-TI,,3842150503320,
,"560,",00010466,,,,,,,MOTO BOMBA CENTRIFUGA - DESCRICAO: POTÊNCIA DE 1/2 CV. 127V. 60HZ. RECALQUE 3/4.,,,,SCHNEIDER,,,ASP-98,,15G87-13-00081A,
,"561,",00010467,,,,,,,FORNO DE MICROONDAS - DESCRICAO: 30 LITROS. 127V. POTÊNCIA: 1250W. COR BRANCA.,,,14/09/2015 a 14/09/2016,LG,,,MS3044L,,501AZBZBG093,
,"562,",00010471,,,,,,,BANQUETA EM COURVIM - DESCRICAO: ALTA. SEM ENCOSTO. COM APOIO PARA PÉS. COR PRETA.,,,14/10/2015 a 14/04/2016,SHOPPING DO ESCRITOR,,,,,,
,"563,",00010473,,,,,,,BANQUETA EM COURVIM - DESCRICAO: ALTA. SEM ENCOSTO. COM APOIO PARA PÉS. COR PRETA.,,,14/10/2015 a 14/04/2016,SHOPPING DO ESCRITOR,,,,,,
,"564,",00010474,,,,,,,BANQUETA EM COURVIM - DESCRICAO: ALTA. SEM ENCOSTO. COM APOIO PARA PÉS. COR PRETA.,,,14/10/2015 a 14/04/2016,SHOPPING DO ESCRITOR,,,,,,
,"565,",00010475,,,,,,,BANQUETA EM COURVIM - DESCRICAO: ALTA. SEM ENCOSTO. COM APOIO PARA PÉS. COR PRETA.,,,14/10/2015 a 14/04/2016,SHOPPING DO ESCRITOR,,,,,,
,"566,",00010480,,,,,,,IMPRESSORA TÉRMICA - DESCRICAO: PARA IMPRESSÃO DE ETIQUETAS. ENTRADA USB.,,,06/02/2015 a 06/02/2017,ELGIN,,,L42,,13011001,
,"567,",00010489,,,,,,,CADEIRA FIXA S/BRAÇO - DESCRICAO: COM ASSENTO E ENCOSTO EM POLIPROPILENO. COR PRETA.,,,,FLEXFORM,,,MIMI,,,
,"568,",00010588,,,,,,,"IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL. IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI. MODO DUPLEX INTEGRADO. COM FUNÇÕES DE CÓPIA, DIGITALIZAÇÃO E ENVIO DE FAX.",,,17/11/2015 a 17/11/2018,LEXMARK,,,MX310DN,,701545LM0KT40,
,"569,",00010589,,,,,,,"IMPRESSORA LASER - DESCRICAO: MULTIFUNCIONAL. IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI. MODO DUPLEX INTEGRADO. COM FUNÇÕES DE CÓPIA, DIGITALIZAÇÃO E ENVIO DE FAX.",,,17/11/2015 a 17/11/2018,LEXMARK,,,MX310DN,,701544LM0K84B,
