;Item;Patrimônio;Sit Física;Valor de Aquisição;Valor Bruto Atual;Descrição;Caracteristicas;;
;493;9953;INSERVÍVEL;300;300;FORNO DE MICROONDAS;110V 60HZ 31 LITROS COR BRANCA;ELECTROLUX - MODELO: MEF41 - SERIE: 34108646;
;494;9963;INSERVÍVEL;108;108;CADEIRA FIXA S/BRAÇO;ESTOFADA COR AZUL;NOBRE MÓVEIS;
;495;9969;INSERVÍVEL;108;108;CADEIRA FIXA S/BRAÇO;ESTOFADA COR AZUL;NOBRE MÓVEIS;
;496;9973;INSERVÍVEL;108;108;CADEIRA FIXA S/BRAÇO;ESTOFADA COR AZUL;NOBRE MÓVEIS;
;497;9976;INSERVÍVEL;108;108;CADEIRA FIXA S/BRAÇO;ESTOFADA COR AZUL;NOBRE MÓVEIS;
;498;9985;INSERVÍVEL;108;108;CADEIRA FIXA S/BRAÇO;ESTOFADA COR AZUL;NOBRE MÓVEIS;
;499;9989;INSERVÍVEL;108;108;CADEIRA FIXA S/BRAÇO;ESTOFADA COR AZUL;NOBRE MÓVEIS;
;500;10038;INSERVÍVEL;2599,3;2599,3;ULTRABOOK COM PROCESSADOR DE DADOS;PROCESSADOR INTEL CORE I5 14 POLEGADAS MEMÓRIA RAM: 4GB HD: 500GB COR PRETA;HP - MODELO: B080BR - SERIE: BRG339FBX1;
;501;10059;INSERVÍVEL;488;48,8;BEBEDOURO DE AGUA TIPO GARRAFAO;DE PÉ COM DUAS TORNEIRAS (COLUNA);ESMALTEC - MODELO: BNCC 7B - SERIE: 05062131021117;
;502;10074;INSERVÍVEL;140,58;61,83;MESA DE USO DIVERSO EM PLASTICO;RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA) COR BRANCA;TRAMONTINA - MODELO: BALI;
;503;10077;INSERVÍVEL;140,58;61,83;MESA DE USO DIVERSO EM PLASTICO;RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA) COR BRANCA;TRAMONTINA - MODELO: BALI;
;504;10079;INSERVÍVEL;140,58;61,83;MESA DE USO DIVERSO EM PLASTICO;RETANGULAR, MEDINDO 1,36 X 0,85 X 0,72 M (COMPRIMENTO X LARGURA X ALTURA) COR BRANCA;TRAMONTINA - MODELO: BALI;
;505;10171;INSERVÍVEL;1990;1990;RELOGIO DE PONTO BIOMETRICO;SISTEMA DE IMPRESSÃO COM CORTE DE PAPEL, RECURSO DE NOBREAK, CALENDÁRIO PERPÉTUO, CAPACIDADE DE CADASTRAMENTO DE INFORMAÇÕES DO EMPREGADOR, LOCAL DE TRABALHO E FUNCIONÁRIOS (1 A 10 DIGITAIS POR PESSOA), HOMOLOGADO DE ACORDO COM A PORTARIA NO 1510/2009 MTE;HENRY - MODELO: SUPERFÁCIL R02 - SERIE: 00004001900024875;
;506;10187;INSERVÍVEL;366;198,25;BALCAO DE ATENDIMENTO LINEAR;EM MDF COR ARGILA;;
;507;10189;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 407BZZD010357;
;508;10201;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 407BZEX010340;
;509;10204;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 407BZYM010354;
;510;10206;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 407BZMV010387;
;511;10208;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 408BZDQ003050;
;512;10212;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 407BZRK010374;
;513;10214;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 407BZVL010423;
;514;10217;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 407BZAH010368;
;515;10222;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 408BZWB003057;
;516;10223;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 408BZSN002998;
;517;10226;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 407BZBJ009245;
;518;10228;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 407BZEX010364;
;519;10231;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 408BZHC003041;
;520;10235;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 408BZAH003056;
;521;10239;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 407BZRK010398;
;522;10247;INSERVÍVEL;3187;987,74;ULTRABOOK COM PROCESSADOR DE DADOS;INTEL CORE I5, 14 POLEGADAS, MEMÓRIA RAM: 4GB, HD: 32GB SSD + 500GB, COR: PRATA;LG - MODELO: U460 - SERIE: 408BZPS003016;
;523;10251;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NY86;
;524;10254;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NT7M;
;525;10262;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NW7V;
;526;10263;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NR9Q;
;527;10275;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NZ9E;
;528;10279;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NG59;
;529;10283;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NQ68;
;530;10285;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97P12Z;
;531;10288;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NX6T;
;532;10290;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97P310;
;533;10291;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NQ7D;
;534;10292;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NZ74;
;535;10294;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NV23;
;536;10298;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NZ3K;
;537;10300;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NX14;
;538;10301;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NT32;
;539;10306;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NG9T;
;540;10320;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NZ89;
;541;10321;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NV38;
;542;10323;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97P11U;
;543;10325;INSERVÍVEL;1874;580,94;NOTEBOOK COM PROCESSADOR;INTEL CORE I5 - 4200M (2,5 GHZ) MEMÓRIA 4GB TELA DE 14,1 POLEGADAS LED FORMATO WIDESCREEN;POSITIVO - SERIE: 1AC97NR3W;
;544;10381;INSERVÍVEL;577;386,48;NO BREAK ;BIFÁSICO 1,4KVA COM ESTABILIZADOR INTERNO;RAGTECH - MODELO: 1400N - SERIE: 341314240067;
;545;10383;INSERVÍVEL;577;386,48;NO BREAK ;BIFÁSICO 1,4KVA COM ESTABILIZADOR INTERNO;RAGTECH - MODELO: 1400N - SERIE: 341314200061;
;546;10385;INSERVÍVEL;577;386,48;NO BREAK ;BIFÁSICO 1,4KVA COM ESTABILIZADOR INTERNO;RAGTECH - MODELO: 1400N - SERIE: 341314240064;
;547;10388;INSERVÍVEL;577;386,48;NO BREAK ;BIFÁSICO 1,4KVA COM ESTABILIZADOR INTERNO;RAGTECH - MODELO: 1400N - SERIE: 341314440075;
;548;10410;INSERVÍVEL;545,96;242,93;IMPRESSORA LASER;MONOCROMÁTICA IMPRESSÃO EM DUPLEX;SAMSUNG - MODELO: M4020ND - SERIE: ZERAQYBQAFA002AQK;
;549;10446;INSERVÍVEL;577;421,12;NO BREAK ;TRIFÁSICO 1,4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;RAGTECH - MODELO: SWU/BS-TI - SERIE: 3842151303630;
;550;10447;INSERVÍVEL;577;421,12;NO BREAK ;TRIFÁSICO 1,4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;RAGTECH - MODELO: SWU/BS-TI - SERIE: 3842151503250;
;551;10448;INSERVÍVEL;577;421,12;NO BREAK ;TRIFÁSICO 1,4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;RAGTECH - MODELO: SWU/BS-TI - SERIE: 3842150503300;
;552;10449;INSERVÍVEL;577;421,12;NO BREAK ;TRIFÁSICO 1,4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;RAGTECH - MODELO: SWU/BS-TI - SERIE: 3842151303580;
;553;10450;INSERVÍVEL;577;421,12;NO BREAK ;TRIFÁSICO 1,4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;RAGTECH - MODELO: SWU/BS-TI - SERIE: 3842151303620;
;554;10452;INSERVÍVEL;577;421,12;NO BREAK ;TRIFÁSICO 1,4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;RAGTECH - MODELO: SWU/BS-TI - SERIE: 3842150503240;
;555;10454;INSERVÍVEL;577;421,12;NO BREAK ;TRIFÁSICO 1,4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;RAGTECH - MODELO: SWU/BS-TI - SERIE: 3842151303570;
;556;10455;INSERVÍVEL;577;421,12;NO BREAK ;TRIFÁSICO 1,4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;RAGTECH - MODELO: SWU/BS-TI - SERIE: 3842150503270;
;557;10457;INSERVÍVEL;577;421,12;NO BREAK ;TRIFÁSICO 1,4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;RAGTECH - MODELO: SWU/BS-TI - SERIE: 3842150403200;
;558;10458;INSERVÍVEL;577;421,12;NO BREAK ;TRIFÁSICO 1,4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;RAGTECH - MODELO: SWU/BS-TI - SERIE: 3842150503340;
;559;10460;INSERVÍVEL;577;421,12;NO BREAK ;TRIFÁSICO 1,4 KVA COM ESTABILIZADOR INTERNO E DISPLAY DIGITAL;RAGTECH - MODELO: SWU/BS-TI - SERIE: 3842150503320;
;560;10466;INSERVÍVEL;582,81;429,86;MOTO BOMBA CENTRIFUGA;POTÊNCIA DE 1/2 CV 127V 60HZ RECALQUE 3/4;SCHNEIDER - MODELO: ASP-98 - SERIE: 15G87-13-00081A;
;561;10467;INSERVÍVEL;374,9;374,9;FORNO DE MICROONDAS;30 LITROS 127V POTÊNCIA: 1250W COR BRANCA;LG - MODELO: MS3044L - SERIE: 501AZBZBG093;
;562;10471;INSERVÍVEL;154,43;154,43;BANQUETA EM COURVIM;ALTA SEM ENCOSTO COM APOIO PARA PÉS COR PRETA;SHOPPING DO ESCRITOR;
;563;10473;INSERVÍVEL;154,43;154,43;BANQUETA EM COURVIM;ALTA SEM ENCOSTO COM APOIO PARA PÉS COR PRETA;SHOPPING DO ESCRITOR;
;564;10474;INSERVÍVEL;154,43;154,43;BANQUETA EM COURVIM;ALTA SEM ENCOSTO COM APOIO PARA PÉS COR PRETA;SHOPPING DO ESCRITOR;
;565;10475;INSERVÍVEL;154,43;154,43;BANQUETA EM COURVIM;ALTA SEM ENCOSTO COM APOIO PARA PÉS COR PRETA;SHOPPING DO ESCRITOR;
;566;10480;INSERVÍVEL;816,68;314,41;IMPRESSORA TÉRMICA - SERIE: 13011001;ELGIN - MODELO: L42;PARA IMPRESSÃO DE ETIQUETAS ENTRADA USB;
;567;10489;INSERVÍVEL;163;163;CADEIRA FIXA S/BRAÇO;COM ASSENTO E ENCOSTO EM POLIPROPILENO COR PRETA;FLEXFORM - MODELO: MIMI;
;568;10588;INSERVÍVEL;1059,99;646,59;IMPRESSORA LASER;MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA, DIGITALIZAÇÃO E ENVIO DE FAX;LEXMARK - MODELO: MX310DN - SERIE: 701545LM0KT40;
;569;10589;INSERVÍVEL;1059,99;646,59;IMPRESSORA LASER;MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA, DIGITALIZAÇÃO E ENVIO DE FAX;LEXMARK - MODELO: MX310DN - SERIE: 701544LM0K84B;
;570;10592;INSERVÍVEL;1059,99;646,59;IMPRESSORA LASER;MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA, DIGITALIZAÇÃO E ENVIO DE FAX;LEXMARK - MODELO: MX310DN - SERIE: 701544LM0K0PN;
;571;10594;INSERVÍVEL;1059,99;646,59;IMPRESSORA LASER;MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA, DIGITALIZAÇÃO E ENVIO DE FAX;LEXMARK - MODELO: MX310DN - SERIE: 701544LM0K848;
;572;10596;INSERVÍVEL;1059,99;646,59;IMPRESSORA LASER;MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA, DIGITALIZAÇÃO E ENVIO DE FAX;LEXMARK - MODELO: MX310DN - SERIE: 701544LM0K873;
;573;10600;INSERVÍVEL;1059,99;630,69;IMPRESSORA LASER;MULTIFUNCIONAL IMPRESSÃO MONOCROMÁTICA EM RESOLUÇÃO 1200 X 1200 DPI MODO DUPLEX INTEGRADO COM FUNÇÕES DE CÓPIA, DIGITALIZAÇÃO E ENVIO DE FAX;LEXMARK - MODELO: MX310DN - SERIE: 701545LM0KT9Y;
;574;10605;INSERVÍVEL;1900;1387;AUTOMATIZADOR DE PORTAO INDUSTRIAL;TIPO HÍBRIDO POTÊNCIA NOMINAL DE 245W ALIMENTAÇÃO: 220V/127V TRIFÁSICO FREQUÊNCIA 60HZ;CONDOMINIUM - MODELO: JET FLEX;
;575;10606;INSERVÍVEL;0,01;0,01;CENTRAL DE AR CONDICIONADO;60000 BTUS;YORK;
;576;10609;INSERVÍVEL;340;340;NO BREAK ;POTÊNCIA DE 1,4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;SERRANA - MODELO: PINOT 1400 3Q L/1 - SERIE: 011198;
;577;10616;INSERVÍVEL;340;340;NO BREAK ;POTÊNCIA DE 1,4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;SERRANA - MODELO: PINOT 1400 3Q L/1 - SERIE: 011571;
;578;10617;INSERVÍVEL;340;340;NO BREAK ;POTÊNCIA DE 1,4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;SERRANA - MODELO: PINOT 1400 3Q L/1 - SERIE: 011560;
;579;10618;INSERVÍVEL;340;340;NO BREAK ;POTÊNCIA DE 1,4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;SERRANA - MODELO: PINOT 1400 3Q L/1 - SERIE: 011574;
;580;10624;INSERVÍVEL;340;340;NO BREAK ;POTÊNCIA DE 1,4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;SERRANA - MODELO: PINOT 1400 3Q L/1 - SERIE: 011572;
;581;10625;INSERVÍVEL;340;340;NO BREAK ;POTÊNCIA DE 1,4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;SERRANA - MODELO: PINOT 1400 3Q L/1 - SERIE: 011567;
;582;10626;INSERVÍVEL;340;340;NO BREAK ;POTÊNCIA DE 1,4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;SERRANA - MODELO: PINOT 1400 3Q L/1 - SERIE: 011563;
;583;10628;INSERVÍVEL;340;340;NO BREAK ;POTÊNCIA DE 1,4 KVA BIVOLT COM ESTABILIZADOR INTERNO PORTA-FUSÍVEL COM UNIDADE RESERVA;SERRANA - MODELO: PINOT 1400 3Q L/1 - SERIE: 011566;
;584;10655;INSERVÍVEL;85;85;TECLADO PARA MICROCOMPUTADOR;COM LEITOR DE SMART CARD PADRÃO ABNT 2 USB;HP - MODELO: TOUCH SMART 9100 - SERIE: BDBSP0DGA9V0WB;
;585;10660;INSERVÍVEL;3635;3635;MICROCOMPUTADOR COM PROCESSADOR;INTEL CORE I7-6700T MEMÓRIA: 8GB DDR4 DISCO RÍGIDO DE 1TB;HP - MODELO: ELITEDESK 800 G2 DM;
;586;10662;INSERVÍVEL;85;85;TECLADO PARA MICROCOMPUTADOR;COM LEITOR DE SMART CARD PADRÃO ABNT 2 USB;HP - MODELO: TOUCH SMART 9100 - SERIE: BDBSP0DGA9V2BN;
;587;10680;INSERVÍVEL;732;732;MONITOR DE VIDEO LCD;24 POLEGADAS RESOLUÇÃO MÁXIMA: 1920 X 1080 (FULL HD) 60 HZ COR BRANCA;PHILIPS - MODELO: C240P4QPYEW - SERIE: AU3A1346000123;
;588;10691;INSERVÍVEL;732;732;MONITOR DE VIDEO LCD;24 POLEGADAS RESOLUÇÃO MÁXIMA: 1920 X 1080 (FULL HD) 60 HZ COR BRANCA;PHILIPS - MODELO: C240P4QPYEW - SERIE: AU3A1410000478;
;589;10750;INSERVÍVEL;3214;3214;CENTRAL DE AR CONDICIONADO;TIPO SPLIT POTÊNCIA DE 30 MIL BTU'S TIPO FRIO COM CONTROLE REMOTO SEM FIO VOLTAGEM: 220V COR BRANCA UNIDADE EXTERNA: A16045328115W00249;ELGIN - MODELO: HEFE30B2IA - SERIE: B28475328115N00070;
;590;10751;INSERVÍVEL;1702,14;1702,14;MINI-CENTRAL DE AR CONDICIONADO;TIPO SPLIT POTÊNCIA DE 18 MIL BTU'S TIPO FRIO COM CONTROLE REMOTO SEM FIO VOLTAGEM: 220V COR BRANCA UNIDADE EXTERNA: A16026072606W00204;ELGIN - MODELO: HEFE18B2IA - SERIE: B2B8436072606N01004;
;591;10780;INSERVÍVEL;639,95;639,95;MOTO BOMBA CENTRIFUGA;POTÊNCIA DE 3/4 CV 60HZ RPM 3500 VAZÃO MÁXIMA DE 5,1 M³/H VOLTAGEM 127V;SCHNEIDER - MODELO: BCR-2010 - SERIE: 16G87-08-00146R;
;592;10787;INSERVÍVEL;5992;5992;CENTRAL DE AR CONDICIONADO;POTÊNCIA 60000BTUS COR BRANCA UNIDADE EXTERNA: 03065854 ;ELGIN, 220V -TRIFÁSICO - PEFI60B2NA;ELGIN - MODELO: R-410A - SERIE: 03130264
;593;10789;INSERVÍVEL;5992;5992;CENTRAL DE AR CONDICIONADO;POTÊNCIA: 60000BTUS COR BRANCA UNIDADE EXTERNA: 03065769;ELGIN, 220V - TRIFÁSICO - PEFI60B2NA;ELGIN - MODELO: R-410A - SERIE: 03112778
;594;10812;INSERVÍVEL;2179,99;2179,99;CENTRAL DE AR CONDICIONADO;POTÊNCIA: 24 MIL BTUS CICLO FRIO 220V FREQUÊNCIA 60 HZ (7032 KW) UNIDADE EXTERNA: 03272799;ELGIN - MODELO: HEFE24B2IA - SERIE: 03274520;
;595;10813;INSERVÍVEL;5358;5358;CENTRAL DE AR CONDICIONADO;POTÊNCIA: 48 MIL BTUS CICLO FRIO 220V FREQUÊNCIA 60 HZ (14,06 KW) UNIDADE EXTERNA: 03260091;ELGIN - MODELO: HEFE48B2IA - SERIE: 03276910;
;596;10817;INSERVÍVEL;395;350,29;INTERFONE ;INTERFONE PORTEIRO ELETRÔNICO RESIDENCIAL ECP BIVOLT MONOFONE - PORTEIRO ELETRÔNICO CINZA CLARO;AGL - MODELO: P-20;
;597;10978;INSERVÍVEL;100;100;APARELHO TELEFONICO SEM FIO;COM IDENTIFICADOR DE CHAMADAS DTMF E FSK AGENDA PARA 50 CONTATOS DISPLAY EM CRISTAL LÍQUIDO MODO VIVA VOZ COR PRETA;ELGIN - MODELO: TSF 8001 - SERIE: 50112048105012;
;598;10987;INSERVÍVEL;100;100;APARELHO TELEFONICO SEM FIO;COM IDENTIFICADOR DE CHAMADAS DTMF E FSK AGENDA PARA 50 CONTATOS DISPLAY EM CRISTAL LÍQUIDO MODO VIVA VOZ COR PRETA;ELGIN - MODELO: TSF 8001 - SERIE: 50112048105109;
;599;11006;INSERVÍVEL;100;100;APARELHO TELEFONICO SEM FIO;COM IDENTIFICADOR DE CHAMADAS DTMF E FSK AGENDA PARA 50 CONTATOS DISPLAY EM CRISTAL LÍQUIDO MODO VIVA VOZ COR PRETA;ELGIN - MODELO: TSF 8001 - SERIE: 50112048105014;
;600;11010;INSERVÍVEL;602,35;566,19;IMPRESSORA LASER;MONOCROMÁTICA;SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC01805N;
;601;11011;INSERVÍVEL;602,35;566,19;IMPRESSORA LASER;MONOCROMÁTICA;SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC01867R;
;602;11015;INSERVÍVEL;602,35;566,19;IMPRESSORA LASER;MONOCROMÁTICA;SAMSUNG - MODELO: ML-3710ND - SERIE: Z5HABAGBC02107E;
