Item,Patrimonio,Sit Física,Valor de Aquisição,Valor Bruto Atual,Garantia_inicio,Garantia_fim,Modelo,Descricao,Caraacteristicas
329,8637,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
330,8638,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
331,8641,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
332,8642,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
333,8643,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
334,8644,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
335,8647,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
336,8648,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
337,8649,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
338,8650,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
339,8651,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
340,8652,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
341,8654,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
342,8655,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
343,8657,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
344,8658,INSERVIVEL,"1235,75","1235,75",31/05/2011,31/05/2015,INFOWAY SM 3330,MICROCOMPUTADOR COM PROCESSADOR,4GB
345,8708,INSERVIVEL,175,"67,58",,,,NO BREAK,STAY 700 USB AUT/115 220V
346,8711,INSERVIVEL,175,"67,58",,,,NO BREAK,STAY 700 USB AUT/115 220V
347,8717,INSERVIVEL,175,"67,58",,,,NO BREAK,STAY 700 USB AUT/115 220V
348,8720,INSERVIVEL,175,"67,58",,,,NO BREAK,STAY 700 USB AUT/115 220V
349,8723,INSERVIVEL,175,"67,58",,,,NO BREAK,STAY 700 USB AUT/115 220V
350,8727,INSERVIVEL,175,"67,58",,,,NO BREAK,STAY 700 USB AUT/115 220V
351,8729,INSERVIVEL,175,"67,58",,,,NO BREAK,STAY 700 USB AUT/115 220V
352,8737,INSERVIVEL,175,"67,58",,,,NO BREAK,STAY 700 USB AUT/115 220V
353,8743,INSERVIVEL,175,"67,58",,,,NO BREAK,STAY 700 USB AUT/115 220V
354,8747,INSERVIVEL,175,"67,58",,,,NO BREAK,STAY 700 USB AUT/115 220V
355,8769,INSERVIVEL,"1407,55","1407,55",17/06/2011,17/06/2015,I5PE,MICROCOMPUTADOR COM PROCESSADOR,4GB
356,8776,INSERVIVEL,"1407,55","1407,55",17/06/2011,17/06/2015,I5PE,MICROCOMPUTADOR COM PROCESSADOR,4GB
357,8780,INSERVIVEL,"1407,55","1407,55",17/06/2011,17/06/2015,I5PE,MICROCOMPUTADOR COM PROCESSADOR,4GB
358,8789,INSERVIVEL,"1407,55","1407,55",17/06/2011,17/06/2015,I5PE,MICROCOMPUTADOR COM PROCESSADOR,4GB
359,8826,INSERVIVEL,1210,1210,,,LQ-590,IMPRESSORA MATRICIAL,
360,8828,INSERVIVEL,1210,1210,,,LQ-590,IMPRESSORA MATRICIAL,
361,8838,INSERVIVEL,3999,"1539,82",,,KOP48FC,CENTRAL DE AR CONDICIONADO,SPLIT PISO-TETO 48000 BTU'S UN EXTERNA: C101342370911424130035
362,8839,INSERVIVEL,3999,"1539,82",,,KOP48FC,CENTRAL DE AR CONDICIONADO,SPLIT PISO-TETO 48000 BTU'S UN EXTERNA: C101342370911424130037
363,8840,INSERVIVEL,3999,"1539,82",,,KOP48FC,CENTRAL DE AR CONDICIONADO,SPLIT PISO-TETO 48000 BTU'S UN EXTERNA: C101342370911424130001
364,8842,INSERVIVEL,33600,33600,13/07/2011,13/07/2016,,SERVIDOR DE ARMAZENAMENTO DE DADOS,UNIDADE DE BACKUP TAPE LIBRARY
365,8848,INSERVIVEL,5227,5227,17/11/2011,17/11/2014,Z600,MICROCOMPUTADOR TIPO ESTAÇÃO DE TRABALHO,4GB
366,8853,INSERVIVEL,1913,765,,,RB1HW24HP2BE,CENTRAL DE AR CONDICIONADO,30 MIL BTU'S 220V UN EXTERNA: H30ABC051101100065
367,8867,INSERVIVEL,1322,1322,,,SCX-5637FR,IMPRESSORA LASER,MULTIFUNCIONAL CABO USB
368,8868,INSERVIVEL,1322,1322,,,SCX-5637FR,IMPRESSORA LASER,MULTIFUNCIONAL CABO USB
369,8875,INSERVIVEL,1322,1322,,,SCX-5637FR,IMPRESSORA LASER,MULTIFUNCIONAL CABO USB
370,8877,INSERVIVEL,1322,1322,,,SCX-5637FR,IMPRESSORA LASER,MULTIFUNCIONAL CABO USB
371,8880,INSERVIVEL,1322,1322,,,SCX-5637FR,IMPRESSORA LASER,MULTIFUNCIONAL CABO USB
372,8883,INSERVIVEL,799,799,,,RE28,REFRIGERADOR TIPO RESIDENCIAL,01 PORTA 240 L COR BRANCA
373,8898,INSERVIVEL,1913,"779,35",12/12/2011,12/12/2012,RB1HW30AC2BS,CENTRAL DE AR CONDICIONADO,SPLIT 30000 BTUS 220V
374,8904,INSERVIVEL,"537,75","537,75",,,PLUS,CADEIRA GIRATORIA EM TECIDO,COM BRAÇOS ESPALDAR MÉDIO COR PRETA
375,8913,INSERVIVEL,"537,75","537,75",,,PLUS,CADEIRA GIRATORIA EM TECIDO,COM BRAÇOS ESPALDAR MÉDIO COR PRETA
376,8927,INSERVIVEL,"537,75","537,75",,,PLUS,CADEIRA GIRATORIA EM TECIDO,COM BRAÇOS ESPALDAR MÉDIO COR PRETA
377,8978,INSERVIVEL,"537,75","537,75",,,PLUS,CADEIRA GIRATORIA EM TECIDO,COM BRAÇOS ESPALDAR MÉDIO COR PRETA
378,9030,INSERVIVEL,939,939,,,TLP 2844,IMPRESSORA TÉRMICA,
379,9033,INSERVIVEL,939,939,,,TLP 2844,IMPRESSORA TÉRMICA,
380,9036,INSERVIVEL,766,766,,,PI12F,MINI-CENTRAL DE AR CONDICIONADO,TIPO SPLIT CICLO FRIO 220V UN EXT: 2712ECBA206
381,9037,INSERVIVEL,766,766,,,PI12F,MINI-CENTRAL DE AR CONDICIONADO,TIPO SPLIT 12 MIL BTU'S CICLO FRIO 220V UN EXT: 2712ECBA206
382,9046,INSERVIVEL,1960,1960,,,PROBOOK 4430S,NOTEBOOK COM PROCESSADOR,INTEL CORE I3-2330M (2 20GHZ) TELA LED 14 WIDESCREEN HD 320 GB STA-2 7200RPM MEMÓRIA 2GB (DDR3)
383,9051,INSERVIVEL,"752,35","752,35",,,ML-3710ND,IMPRESSORA LASER,MONOCROMÁTICA
384,9053,INSERVIVEL,"752,35","752,35",,,ML-3710ND,IMPRESSORA LASER,MONOCROMÁTICA
385,9059,INSERVIVEL,"752,35","752,35",,,ML-3710ND,IMPRESSORA LASER,MONOCROMÁTICA
386,9104,INSERVIVEL,946,946,,,LQ-590,IMPRESSORA MATRICIAL,
387,9148,INSERVIVEL,"140,58","61,83",,,BALI,MESA DE USO DIVERSO EM PLASTICO,RETANGULAR MEDINDO 1 36 X 0 85 X 0 72 M (COMPRIMENTO X LARGURA X ALTURA) COR BRANCA
388,9158,INSERVIVEL,"140,58","61,83",,,BALI,MESA DE USO DIVERSO EM PLASTICO,RETANGULAR MEDINDO 1 36 X 0 85 X 0 72 M (COMPRIMENTO X LARGURA X ALTURA) COR BRANCA
389,9160,INSERVIVEL,"140,58","61,83",,,BALI,MESA DE USO DIVERSO EM PLASTICO,RETANGULAR MEDINDO 1 36 X 0 85 X 0 72 M (COMPRIMENTO X LARGURA X ALTURA) COR BRANCA
390,9161,INSERVIVEL,"140,58","61,83",,,BALI,MESA DE USO DIVERSO EM PLASTICO,RETANGULAR MEDINDO 1 36 X 0 85 X 0 72 M (COMPRIMENTO X LARGURA X ALTURA) COR BRANCA
391,9166,INSERVIVEL,309,135,,,UH01M,MICROFONE SEM FIO,DE MÃO ALIMENTAÇÃO COM 2 PILHAS AA UHF
392,9170,INSERVIVEL,309,135,,,UH01M,MICROFONE SEM FIO,DE MÃO ALIMENTAÇÃO COM 2 PILHAS AA UHF
393,9172,INSERVIVEL,309,135,,,UH01M,MICROFONE SEM FIO,DE MÃO ALIMENTAÇÃO COM 2 PILHAS AA UHF
394,9174,INSERVIVEL,309,135,,,UH01M,MICROFONE SEM FIO,DE MÃO ALIMENTAÇÃO COM 2 PILHAS AA UHF
395,9177,INSERVIVEL,309,135,,,UH01M,MICROFONE SEM FIO,DE MÃO ALIMENTAÇÃO COM 2 PILHAS AA UHF
396,9181,INSERVIVEL,"318,82","318,82",,,IFH 1300,NO BREAK,
397,9182,INSERVIVEL,"318,82","318,82",,,IFH 1300,NO BREAK,
398,9183,INSERVIVEL,"318,82","318,82",,,IFH 1300,NO BREAK,
399,9186,INSERVIVEL,"318,82","318,82",,,IFH 1300,NO BREAK,
400,9189,INSERVIVEL,"318,82","318,82",,,IFH 1300,NO BREAK,
401,9191,INSERVIVEL,"318,82","318,82",,,IFH 1300,NO BREAK,
402,9215,INSERVIVEL,102,102,,,K65/X19,HEADSET APARELHO COM FONE DE OUVIDO E MICROFONE,
403,9222,INSERVIVEL,102,102,,,K65/X19,HEADSET APARELHO COM FONE DE OUVIDO E MICROFONE,
404,9224,INSERVIVEL,1322,1322,,,SCX-5637FR,IMPRESSORA LASER,MULTIFUNCIONAL
405,9229,INSERVIVEL,1322,1322,,,SCX-5637FR,IMPRESSORA LASER,MULTIFUNCIONAL
406,9234,INSERVIVEL,"1362,36","1362,36",,,SCX-5637FR,IMPRESSORA LASER,MULTIFUNCIONAL
407,9237,INSERVIVEL,"1362,36","1362,36",,,SCX-5637FR,IMPRESSORA LASER,MULTIFUNCIONAL
408,9239,INSERVIVEL,"1362,36","1362,36",,,SCX-5637FR,IMPRESSORA LASER,MULTIFUNCIONAL
409,9243,INSERVIVEL,894,"397,46",,,,MESA PARA AUDIÊNCIA,OVAL EM MELAMÍNICO MEDIDAS 1500CM X 2000CM
410,9251,INSERVIVEL,1913,"879,8",,,SRFI-30000-2,CENTRAL DE AR CONDICIONADO,30 MIL BTU'S SPLIT 220V UN EXT: 1580949
411,9257,INSERVIVEL,1913,"879,8",,,SRFI-30000-2,CENTRAL DE AR CONDICIONADO,30 MIL BTU'S SPLIT 220V UN EXT: 1580814
412,9264,INSERVIVEL,680,680,,,,MINI-CENTRAL DE AR CONDICIONADO,9 MIL BTU'S 200V UN EXT 20903006
413,9266,INSERVIVEL,680,680,,,,MINI-CENTRAL DE AR CONDICIONADO,9 MIL BTU'S 200V UN EXT 20903020
414,9267,INSERVIVEL,680,680,,,,MINI-CENTRAL DE AR CONDICIONADO,9 MIL BTU'S 200V UN EXT 12006523
415,9280,INSERVIVEL,"508,67","233,63",,,NEO 400 USB,CAIXA DE SOM AMPLIFICADA,COM ENTRADA USB 60W DE POTÊNCIA
416,9294,INSERVIVEL,2000,2000,,,MSE1-30CR,CENTRAL DE AR CONDICIONADO,SPLIT 30 MIL BTU'S 220V UEX: C101382843411A14130095
417,9296,INSERVIVEL,2000,2000,,,MSE1-30CR,CENTRAL DE AR CONDICIONADO,SPLIT 30 MIL BTU'S 220V UEX: C101382843411A14130094
418,9311,INSERVIVEL,3200,1496,,,CFI60,CENTRAL DE AR CONDICIONADO,60 MIL BTU'S TENSÃO 220V U EXT: 21000180
419,9317,INSERVIVEL,460,460,,,FAX-575,APARELHO DE FAX,PARA PAPEL COMUM COM IDENTIFICADOR DE CHAMADAS
420,9318,INSERVIVEL,460,460,,,FAX-575,APARELHO DE FAX,PARA PAPEL COMUM COM IDENTIFICADOR DE CHAMADAS
421,9320,INSERVIVEL,460,460,,,FAX-575,APARELHO DE FAX,PARA PAPEL COMUM COM IDENTIFICADOR DE CHAMADAS
422,9458,INSERVIVEL,1095,1095,,,ASPIRE ONE D257,MICROCOMPUTADOR PORTATIL (NETBOOK) COM PROCESSADOR,INTEL ATOM N570 166MHZ MEMÓRIA: 2GB DDR3 HD: 500GB TELA:101 WEBCAM E MICROFONE EMBUTIDOS
423,9471,INSERVIVEL,1095,1095,,,ASPIRE ONE D257,MICROCOMPUTADOR PORTATIL (NETBOOK) COM PROCESSADOR,INTEL ATOM N570 166MHZ MEMÓRIA: 2GB DDR3 HD: 500GB TELA:101 WEBCAM E MICROFONE EMBUTIDOS
424,9484,INSERVIVEL,1425,1425,,,SILENTIA,CONDICIONADOR DE AR DE PAREDE,TIPO JANELA 21 MIL BTU'S 220V
425,9485,INSERVIVEL,1425,1425,,,SILENTIA,CONDICIONADOR DE AR DE PAREDE,TIPO JANELA 21 MIL BTU'S 220V
426,9486,INSERVIVEL,1425,1425,,,SILENTIA,CONDICIONADOR DE AR DE PAREDE,TIPO JANELA 21 MIL BTU'S 220V
427,9491,INSERVIVEL,1860,1860,,,SILENTIA,CONDICIONADOR DE AR DE PAREDE,30 MIL BTU'S 220V
428,9492,INSERVIVEL,1860,1860,,,SILENTIA,CONDICIONADOR DE AR DE PAREDE,30 MIL BTU'S 220V
429,9495,INSERVIVEL,1860,1860,,,SILENTIA,CONDICIONADOR DE AR DE PAREDE,30 MIL BTU'S 220V
430,9502,INSERVIVEL,2720,2720,,,,RACK PARA SERVIDOR,
431,9503,INSERVIVEL,3620,3620,30/04/2014,30/04/2016,,MONITOR DE TEMPERATURA PARA DATACENTER,DISPLAY DIGITAL BIVOLT
432,9536,INSERVIVEL,475,475,,,INFO CENTER,CADEIRA GIRATORIA EM TECIDO,ESPALDAR MÉDIO COR PRETA
433,9605,INSERVIVEL,350,"186,94",,,EGC35B,BEBEDOURO DE AGUA EM AÇO INOX,TIPO COLUNA
434,9607,INSERVIVEL,2000,1070,,,TI30F/TE30F,CENTRAL DE AR CONDICIONADO,30 MIL BTU'S TENSÃO: 220V CICLO FRIO UNIDADE EXTERNA: 30291737
435,9618,INSERVIVEL,2000,1070,,,TI30F/TE30F,CENTRAL DE AR CONDICIONADO,30 MIL BTU'S TENSÃO: 220V CICLO FRIO U EXT: 31292583
436,9628,INSERVIVEL,219,219,,,,MESA LINEAR,EM MDP 25MM COR CINZA MEDINDO 1200 X 600 X 760 MM (L X P X A)
437,9631,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
438,9633,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
439,9636,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
440,9642,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
441,9645,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
442,9646,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
443,9647,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
444,9648,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
445,9649,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
446,9662,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
447,9663,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
448,9664,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
449,9666,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
450,9667,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
451,9669,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
452,9688,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
453,9706,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
454,9732,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
455,9747,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
456,9777,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
457,9779,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
458,9782,INSERVIVEL,140,140,,,A390,APARELHO TELEFONICO SEM FIO,VISOR LCD COM IDENTIFICADOR DE CHAMADAS
459,9785,INSERVIVEL,"1299,43","1299,43",,,KOS 18 FC2HX,MINI-CENTRAL DE AR CONDICIONADO,18000 BUTS 220V COR BRANCA UN EXT: K18101001415010020093
460,9787,INSERVIVEL,"1299,43","1299,43",,,KOS 18 FC2HX,MINI-CENTRAL DE AR CONDICIONADO,18000 BUTS 220V COR BRANCA UN EXT: K18101001415010020065
461,9792,INSERVIVEL,"1299,43","1299,43",,,KOS 18 FC2HX,MINI-CENTRAL DE AR CONDICIONADO,18000 BUTS 220V COR BRANCA UN EXT: K18101001415010020027
462,9811,INSERVIVEL,2000,1130,,,MPN-12CRV1,CONDICIONADOR DE AR PORTATIL,CAPACIDADE DE 12000 BTU/H TENSÃO 127V GÁS ECOLÓGICO R410A COM PAINEL FRONTAL RETRÁTIL
463,9812,INSERVIVEL,2000,1130,,,MPN-12CRV1,CONDICIONADOR DE AR PORTATIL,CAPACIDADE DE 12000 BTU/H TENSÃO 127V GÁS ECOLÓGICO R410A COM PAINEL FRONTAL RETRÁTIL
464,9813,INSERVIVEL,2000,1130,,,MPN-12CRV1,CONDICIONADOR DE AR PORTATIL,CAPACIDADE DE 12000 BTU/H TENSÃO 127V GÁS ECOLÓGICO R410A COM PAINEL FRONTAL RETRÁTIL
465,9815,INSERVIVEL,327,327,,,ENERGETIC POWER MC,NO BREAK,1450VA COR PRETA
466,9824,INSERVIVEL,327,327,,,ENERGETIC POWER MC,NO BREAK,1450VA COR PRETA
467,9825,INSERVIVEL,327,327,,,ENERGETIC POWER MC,NO BREAK,1450VA COR PRETA
468,9826,INSERVIVEL,327,327,,,ENERGETIC POWER MC,NO BREAK,1450VA COR PRETA
469,9832,INSERVIVEL,327,327,,,ENERGETIC POWER MC,NO BREAK,1450VA COR PRETA
470,9834,INSERVIVEL,327,327,,,ENERGETIC POWER MC,NO BREAK,1450VA COR PRETA
471,9835,INSERVIVEL,327,327,,,ENERGETIC POWER MC,NO BREAK,1450VA COR PRETA
472,9836,INSERVIVEL,327,327,,,ENERGETIC POWER MC,NO BREAK,1450VA COR PRETA
473,9839,INSERVIVEL,327,327,,,ENERGETIC POWER MC,NO BREAK,1450VA COR PRETA
474,9841,INSERVIVEL,300,300,,,MEF41,FORNO MICROONDAS,CAPACIDADE DE 31L 127V COR BRANCA
475,9843,INSERVIVEL,300,300,,,MEF41,FORNO MICROONDAS,CAPACIDADE DE 31L 127V COR BRANCA
476,9854,INSERVIVEL,"1661,45","926,31",,,CBV18CB,MINI-CENTRAL DE AR CONDICIONADO,18 MIL BTU'S TENSÃO 220V COR BRANCA U EXT: MG3687488
477,9860,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
478,9862,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
479,9864,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
480,9870,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
481,9875,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
482,9886,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
483,9888,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
484,9893,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
485,9899,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
486,9901,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
487,9907,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
488,9908,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
489,9927,INSERVIVEL,2089,2089,,,OPTIPLEX 9010,MICROCOMPUTADOR COM PROCESSADOR,INTEL CORE I3 -3240 (34GHZ 3MB CACHE) 4GB DE MEMÓRIA RAM DISCO RÍGIDO DE 320GB
490,9948,INSERVIVEL,140,140,,,A390,APARELHO TELEFONICO SEM FIO,
491,9950,INSERVIVEL,140,140,,,A390,APARELHO TELEFONICO SEM FIO,
492,9951,INSERVIVEL,140,140,,,A390,APARELHO TELEFONICO SEM FIO,
493,9953,INSERVIVEL,300,300,17/02/2014,17/02/2015,MEF41,FORNO DE MICROONDAS,110V 60HZ 31 LITROS COR BRANCA
494,9963,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
495,9969,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
496,9973,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
497,9976,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
498,9985,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
499,9989,INSERVIVEL,108,108,,,,CADEIRA FIXA S/BRAÇO,ESTOFADA COR AZUL
500,10038,INSERVIVEL,"2599,3","2599,3",30/05/2014,30/05/2017,B080BR,ULTRABOOK COM PROCESSADOR DE DADOS,PROCESSADOR INTEL CORE I5 14 POLEGADAS MEMÓRIA RAM: 4GB HD: 500GB COR PRETA
501,10059,INSERVIVEL,488,"48,8",22/12/2005,22/06/2006,BNCC 7B,BEBEDOURO DE AGUA TIPO GARRAFAO,DE PÉ COM DUAS TORNEIRAS (COLUNA)
502,10074,INSERVIVEL,"140,58","61,83",,,BALI,MESA DE USO DIVERSO EM PLASTICO,RETANGULAR MEDINDO 1 36 X 0 85 X 0 72 M (COMPRIMENTO X LARGURA X ALTURA) COR BRANCA
503,10077,INSERVIVEL,"140,58","61,83",,,BALI,MESA DE USO DIVERSO EM PLASTICO,RETANGULAR MEDINDO 1 36 X 0 85 X 0 72 M (COMPRIMENTO X LARGURA X ALTURA) COR BRANCA
504,10079,INSERVIVEL,"140,58","61,83",,,BALI,MESA DE USO DIVERSO EM PLASTICO,RETANGULAR MEDINDO 1 36 X 0 85 X 0 72 M (COMPRIMENTO X LARGURA X ALTURA) COR BRANCA
505,10171,INSERVIVEL,1990,1990,,,SUPERFÁCIL R02,RELOGIO DE PONTO BIOMETRICO,SISTEMA DE IMPRESSÃO COM CORTE DE PAPEL RECURSO DE NOBREAK CALENDÁRIO PERPÉTUO CAPACIDADE DE CADASTRAMENTO DE INFORMAÇÕES DO EMPREGADOR LOCAL DE TRABALHO E FUNCIONÁRIOS (1
506,10187,INSERVIVEL,366,"198,25",,,,BALCAO DE ATENDIMENTO LINEAR,EM MDF COR ARGILA
507,10189,INSERVIVEL,3187,"987,74",17/09/2014,17/09/2017,U460,ULTRABOOK COM PROCESSADOR DE DADOS,INTEL CORE I5 14 POLEGADAS MEMÓRIA RAM: 4GB HD: 32GB SSD + 500GB COR: PRATA
508,10201,INSERVIVEL,3187,"987,74",17/09/2014,17/09/2017,U460,ULTRABOOK COM PROCESSADOR DE DADOS,INTEL CORE I5 14 POLEGADAS MEMÓRIA RAM: 4GB HD: 32GB SSD + 500GB COR: PRATA
509,10204,INSERVIVEL,3187,"987,74",17/09/2014,17/09/2017,U460,ULTRABOOK COM PROCESSADOR DE DADOS,INTEL CORE I5 14 POLEGADAS MEMÓRIA RAM: 4GB HD: 32GB SSD + 500GB COR: PRATA
510,10206,INSERVIVEL,3187,"987,74",17/09/2014,17/09/2017,U460,ULTRABOOK COM PROCESSADOR DE DADOS,INTEL CORE I5 14 POLEGADAS MEMÓRIA RAM: 4GB HD: 32GB SSD + 500GB COR: PRATA
511,10208,INSERVIVEL,3187,"987,74",17/09/2014,17/09/2017,U460,ULTRABOOK COM PROCESSADOR DE DADOS,INTEL CORE I5 14 POLEGADAS MEMÓRIA RAM: 4GB HD: 32GB SSD + 500GB COR: PRATA
512,10212,INSERVIVEL,3187,"987,74",17/09/2014,17/09/2017,U460,ULTRABOOK COM PROCESSADOR DE DADOS,INTEL CORE I5 14 POLEGADAS MEMÓRIA RAM: 4GB HD: 32GB SSD + 500GB COR: PRATA
513,10214,INSERVIVEL,3187,"987,74",17/09/2014,17/09/2017,U460,ULTRABOOK COM PROCESSADOR DE DADOS,INTEL CORE I5 14 POLEGADAS MEMÓRIA RAM: 4GB HD: 32GB SSD + 500GB COR: PRATA
514,10217,INSERVIVEL,3187,"987,74",17/09/2014,17/09/2017,U460,ULTRABOOK COM PROCESSADOR DE DADOS,INTEL CORE I5 14 POLEGADAS MEMÓRIA RAM: 4GB HD: 32GB SSD + 500GB COR: PRATA
515,10222,INSERVIVEL,3187,"987,74",17/09/2014,17/09/2017,U460,ULTRABOOK COM PROCESSADOR DE DADOS,INTEL CORE I5 14 POLEGADAS MEMÓRIA RAM: 4GB HD: 32GB SSD + 500GB COR: PRATA
