Item,Patrimônio,Nº Antigo,Garantia,Marca,Modelo,Série,Descrição
230,7488,,30/10/2008 a 13/10/2009,LENOVO,6073BA4,L1AC2ZF,"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO, 2GB RAM, HD 160 GB, DVD/RW."
231,7504,,30/10/2008 a 13/10/2009,LENOVO,4428-AB1,VF 51178,MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 17 POLEGADAS.
232,7505,,30/10/2008 a 13/10/2009,LENOVO,4428-AB1,VF 51245,MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 17 POLEGADAS.
233,7558,,06/11/2008 a 31/10/2008,HP,,,UNIDADE DE BACKUP - DESCRICAO: LTO.
234,7569,,22/12/2008 a 19/12/2009,LENOVO,THINKCENTRE M57P,L1AN8VN,"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO E8400 (3.0 GHZ), 2GB RAM, HD 160 GB, DVD/RW"
235,7573,,22/12/2008 a 19/12/2009,LENOVO,THINKCENTRE M57P,L1AN8VK,"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO E8400 (3.0 GHZ), 2GB RAM, HD 160 GB, DVD/RW"
236,7577,,22/12/2008 a 19/12/2009,LENOVO,THINKCENTRE M57P,L1AN8VL,"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO E8400 (3.0 GHZ), 2GB RAM, HD 160 GB, DVD/RW"
237,7598,,13/03/2009 a 13/03/2010,BROTHER,FAX-575,L7K900469,APARELHO DE FAX
238,7622,,08/06/2009 a 05/11/2009,MENNO,,,DESUMIDIFICADOR DE PAPEL - DESCRICAO: CAPACIDADE 1500 FLS.
239,7657,,17/06/2009 a 17/06/2010,SKP PRO AUDIO,UHF 255,255080901417,"SISTEMA DE MICROFONES SEM FIO - DESCRICAO: DUPLO, CONTENDO: 01 RECEPTOR (S/N 255080901417) E 02 MICROFONES DE MÃO."
240,7714,,26/10/2009 a 26/10/2010,MOTOMIL,LM-1600,10752,"LAVADORA  DE ALTA PRESSÃO - DESCRICAO: POTÊNCIA: 1600 W, VAZÃO: 360 L/H."
241,7808,,17/11/2009 a 17/11/2010,SCHNEIDER,BC-98SC,6308142771028,"MOTO BOMBA CENTRIFUGA - DESCRICAO: 1/2CV, MONOFÁSICA, 60HZ."
242,7809,,24/11/2009 a 24/11/2010,SPRINGER,MINIMAXI,S4009B55143,"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 12.000 BTUS, 220 V."
243,7810,,24/11/2009 a 24/11/2010,SPRINGER,MINIMAXI,S4009B55039,"CONDICIONADOR DE AR DE PAREDE - DESCRICAO: 12.000 BTUS, 220 V."
244,7828,,,ESMALTEC,EGC35B,12051406763645,BEBEDOURO DE AGUA EM AÇO INOX. - DESCRICAO: TIPO COLUNA.
245,7843,,20/01/2010 a 19/01/2013,HP,LASERJET P2055DN,BRBH9BJ5LO,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA
246,7844,,20/01/2010 a 19/01/2013,HP,LASERJET P2055DN,BRBH9CL517,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA
247,7845,,20/01/2010 a 19/01/2013,HP,LASERJET P2055DN,BRBH9CL5Q9,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA
248,7846,,20/01/2010 a 19/01/2013,HP,LASERJET P2055DN,BRBH9CM52Y,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA
249,7850,,20/01/2010 a 19/01/2013,HP,LASERJET P2055DN,BRBH9CD51K,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA
250,7852,,20/01/2010 a 19/01/2013,HP,LASERJET P2055DN,BRBH9CL511,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA
251,7853,,20/01/2010 a 19/01/2013,HP,LASERJET P2055DN,BRBH9CM533,IMPRESSORA LASER - DESCRICAO: MONOCROMÁTICA
252,7854,,20/01/2010 a 11/01/2010,EPSON,LQ-590,FSQY143926,IMPRESSORA MATRICIAL
253,7856,,20/01/2010 a 11/01/2010,EPSON,LQ-590,FSQY143913,IMPRESSORA MATRICIAL
254,7865,,,EBA,5140S,,"FRAGMENTADORA DE PAPEL - DESCRICAO: FRAGMENTADORA DE PAPEL MARCA EBA, MODELO 5140S."
255,7869,,,HP,LASERJET P2055DN,BRBH9DH527,IMPRESSORA LASERJET
256,7870,,,HP,LASERJET P2055DN,BRBH9DH52W,IMPRESSORA LASERJET
257,7871,,,HP,LASERJET P2055DN,BRBH9DH530,IMPRESSORA LASERJET
258,7872,,,HP,LASERJET P2055DN,BRBH9DH5HJ,IMPRESSORA LASERJET
259,7873,,,HP,LASERJET P2055DN,BRBH9DH52M,IMPRESSORA LASERJET
260,7874,,,HP,LASERJET P2055DN,BRBH9DH52N,IMPRESSORA LASERJET
261,7878,,,HP,LASERJET P2055DN,BRBH9DH528,IMPRESSORA LASERJET
262,7879,,,HP,LASERJET P2055DN,BRBH9DH5B9,IMPRESSORA LASERJET
263,7880,,,HP,LASERJET P2055DN,BRBH9DH52T,IMPRESSORA LASERJET
264,7882,,,HP,LASERJET P2055DN,BRBH9DH52X,IMPRESSORA LASERJET
265,7886,,,HP,LASERJET P2055DN,BRBH9DH52B,IMPRESSORA LASERJET
266,7887,,,HP,LASERJET P2055DN,BRBH9DH52P,IMPRESSORA LASERJET
267,7904,,,,,,"FOGAO TIPO RESIDENCIAL - DESCRICAO: 04 (QUATRO) BOCAS, FORNO AUTOLIMPANTE."
268,7930,,,EPSON,LQ-590,FSQY152015,IMPRESSORA MATRICIAL
269,7932,,,,,PS003-0225/V2,PAINEL ELETRONICO - DESCRICAO: DE SENHAS.
270,7942,,,,,,"CARRO TUBULAR PARA TRANSPORTE DE MATERIAL, 2 RODAS"
271,8054,,,OREGON,OS6014,28521411,APARELHO TELEFONICO SEM FIO - DESCRICAO: TELEFONE SEM FIO [HANDSET].
272,8059,,,OREGON,OS6014,28521416,APARELHO TELEFONICO SEM FIO - DESCRICAO: TELEFONE SEM FIO [HANDSET].
273,8084,,,SMS,NW 1300BI,,NO BREAK . - DESCRICAO: NO BREAK SMS MODELO NETWINNER 1300BI.
274,8092,,,BLACK BOX,,,MONITOR KVM 17 POLEGADAS COM TECLADO
275,8111,,,,,,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: ESPALDAR MÉDIO, COR PRETA."
276,8113,,,,,,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: ESPALDAR MÉDIO, COR PRETA."
277,8114,,,,,,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: ESPALDAR MÉDIO, COR PRETA."
278,8117,,,,,,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: ESPALDAR MÉDIO, COR PRETA."
279,8121,,,,,,"CADEIRA GIRATORIA EM TECIDO - DESCRICAO: ESPALDAR MÉDIO, COR PRETA."
280,8151,,,LENOVO,THINKVISION L2250P,V6-E8944,"MONITOR LCD - CRISTAL LIQUIDO - DESCRICAO: 22"" WIDESCREEN"
281,8186,,21/08/2010 a 21/08/2013,LENOVO,THINKCENTRE M58,L1BMRDO,"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO E7500 (2.93 GHZ), 2 X 2 GB DE RAM, HD 320 GB, DVDRW."
282,8192,,21/08/2010 a 21/08/2013,LENOVO,THINKCENTRE M58,L1BMRCL,"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO E7500 (2.93 GHZ), 2 X 2 GB DE RAM, HD 320 GB, DVDRW."
283,8195,,21/08/2010 a 21/08/2013,LENOVO,THINKCENTRE M58,L1BMRA2,"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO E7500 (2.93 GHZ), 2 X 2 GB DE RAM, HD 320 GB, DVDRW."
284,8201,,21/08/2010 a 21/08/2013,LENOVO,THINKCENTRE M58,L1BMR9Z,"MICROCOMPUTADOR COM PROCESSADOR - DESCRICAO: INTEL CORE 2 DUO E7500 (2.93 GHZ), 2 X 2 GB DE RAM, HD 320 GB, DVDRW."
285,8344,,,SIEMENS,GIGASET C385,0166F2F800,"APARELHO TELEFONICO SEM FIO COM HEADSET - DESCRICAO: TELEFONE GIGASET C38H, HEADSET PLANTRONICS."
286,8347,,,SIEMENS,GIGASET C385,0166F2F260,"APARELHO TELEFONICO SEM FIO COM HEADSET - DESCRICAO: TELEFONE GIGASET C38H, HEADSET PLANTRONICS."
287,8350,,,SIEMENS,GIGASET C385,01666CEFC0,"APARELHO TELEFONICO SEM FIO COM HEADSET - DESCRICAO: TELEFONE GIGASET C38H, HEADSET PLANTRONICS."
288,8351,,,SIEMENS,GIGASET C385,0166F1EE60,"APARELHO TELEFONICO SEM FIO COM HEADSET - DESCRICAO: TELEFONE GIGASET C38H, HEADSET PLANTRONICS."
289,8352,,,SIEMENS,GIGASET C385,0166F2AB00,"APARELHO TELEFONICO SEM FIO COM HEADSET - DESCRICAO: TELEFONE GIGASET C38H, HEADSET PLANTRONICS."
